OBJECTID,COUNTYFP10,MAZ,TAZ,PUMA5,tractid,CensusTract,Bloc_GroupID,BlockGroup,COUNTY,COUNTY_N
24560,1,329909,300291,2409,6001442500.000000000000000,442500,60014425002.000000000000000,2,ALAMEDA,1
24561,1,329911,300458,2409,6001441924.000000000000000,441924,60014419244.000000000000000,4,ALAMEDA,1
24562,1,329914,300633,2409,6001441100.000000000000000,441100,60014411001.000000000000000,1,ALAMEDA,1
24563,1,329917,300457,2409,6001441924.000000000000000,441924,60014419243.000000000000000,3,ALAMEDA,1
24564,1,329918,300438,2409,6001441100.000000000000000,441100,60014411002.000000000000000,2,ALAMEDA,1
24565,1,329919,300594,2409,6001443103.000000000000000,443103,60014431032.000000000000000,2,ALAMEDA,1
24566,1,329920,300001,2408,6001440332.000000000000000,440332,60014403321.000000000000000,1,ALAMEDA,1
24567,1,329921,300992,2408,6001440304.000000000000000,440304,60014403041.000000000000000,1,ALAMEDA,1
24568,1,329923,300729,2408,6001444400.000000000000000,444400,60014444003.000000000000000,3,ALAMEDA,1
24569,1,329929,300723,2409,6001441602.000000000000000,441602,60014416024.000000000000000,4,ALAMEDA,1
24570,1,329931,301129,2408,6001441503.000000000000000,441503,60014415031.000000000000000,1,ALAMEDA,1
24571,1,329932,300257,2408,6001444200.000000000000000,444200,60014442002.000000000000000,2,ALAMEDA,1
24572,1,329943,300422,2406,6001435200.000000000000000,435200,60014352001.000000000000000,1,ALAMEDA,1
24573,1,329953,300502,2407,6001437300.000000000000000,437300,60014373002.000000000000000,2,ALAMEDA,1
24574,1,329954,300539,2407,6001437400.000000000000000,437400,60014374002.000000000000000,2,ALAMEDA,1
24575,1,329955,300539,2407,6001437400.000000000000000,437400,60014374002.000000000000000,2,ALAMEDA,1
24576,1,329956,300924,2407,6001436401.000000000000000,436401,60014364014.000000000000000,4,ALAMEDA,1
24577,1,329958,300629,2407,6001437500.000000000000000,437500,60014375001.000000000000000,1,ALAMEDA,1
24578,1,329960,300420,2407,6001438400.000000000000000,438400,60014384002.000000000000000,2,ALAMEDA,1
24579,1,329974,300543,2407,6001437600.000000000000000,437600,60014376001.000000000000000,1,ALAMEDA,1
24580,1,329977,301027,2410,6001450400.000000000000000,450400,60014504003.000000000000000,3,ALAMEDA,1
24581,1,329978,300732,2410,6001450502.000000000000000,450502,60014505022.000000000000000,2,ALAMEDA,1
24582,1,329982,300435,2410,6001450606.000000000000000,450606,60014506063.000000000000000,3,ALAMEDA,1
24583,1,329984,300648,2410,6001450604.000000000000000,450604,60014506044.000000000000000,4,ALAMEDA,1
24584,1,329985,300358,2410,6001450605.000000000000000,450605,60014506052.000000000000000,2,ALAMEDA,1
24585,1,329986,300648,2410,6001450604.000000000000000,450604,60014506044.000000000000000,4,ALAMEDA,1
24586,1,329995,300734,2410,6001450701.000000000000000,450701,60014507014.000000000000000,4,ALAMEDA,1
24587,1,329998,300781,2410,6001450745.000000000000000,450745,60014507451.000000000000000,1,ALAMEDA,1
24588,1,329999,300807,2410,6001450603.000000000000000,450603,60014506034.000000000000000,4,ALAMEDA,1
24589,1,330001,300808,2410,6001450605.000000000000000,450605,60014506051.000000000000000,1,ALAMEDA,1
24590,1,330002,300737,2410,6001450744.000000000000000,450744,60014507442.000000000000000,2,ALAMEDA,1
24591,1,330003,300429,2410,6001451201.000000000000000,451201,60014512013.000000000000000,3,ALAMEDA,1
24592,1,330010,300430,2410,6001451101.000000000000000,451101,60014511011.000000000000000,1,ALAMEDA,1
24593,1,330012,300783,2410,6001450751.000000000000000,450751,60014507511.000000000000000,1,ALAMEDA,1
24594,1,330013,300796,2405,6001409000.000000000000000,409000,60014090002.000000000000000,2,ALAMEDA,1
24595,1,330014,300945,2403,6001410000.000000000000000,410000,60014100001.000000000000000,1,ALAMEDA,1
24596,1,330016,300573,2403,6001405000.000000000000000,405000,60014050002.000000000000000,2,ALAMEDA,1
24597,1,330017,300164,2404,6001406602.000000000000000,406602,60014066021.000000000000000,1,ALAMEDA,1
24598,1,330018,300164,2404,6001406602.000000000000000,406602,60014066021.000000000000000,1,ALAMEDA,1
24599,1,330019,301034,2404,6001406500.000000000000000,406500,60014065002.000000000000000,2,ALAMEDA,1
24600,1,330025,300026,2403,6001404502.000000000000000,404502,60014045022.000000000000000,2,ALAMEDA,1
24601,1,330027,300188,2404,6001408800.000000000000000,408800,60014088002.000000000000000,2,ALAMEDA,1
24602,1,330030,300195,2404,6001408800.000000000000000,408800,60014088001.000000000000000,1,ALAMEDA,1
24603,1,330031,300866,2404,6001408900.000000000000000,408900,60014089002.000000000000000,2,ALAMEDA,1
24604,1,330032,300195,2404,6001408800.000000000000000,408800,60014088001.000000000000000,1,ALAMEDA,1
24605,1,330042,300378,2402,6001403000.000000000000000,403000,60014030002.000000000000000,2,ALAMEDA,1
24606,1,330049,300770,2402,6001405800.000000000000000,405800,60014058003.000000000000000,3,ALAMEDA,1
24607,1,330059,300770,2402,6001405800.000000000000000,405800,60014058003.000000000000000,3,ALAMEDA,1
24608,1,330061,301087,2402,6001400700.000000000000000,400700,60014007004.000000000000000,4,ALAMEDA,1
24609,1,330063,300469,2405,6001427200.000000000000000,427200,60014272002.000000000000000,2,ALAMEDA,1
24610,1,330069,300753,2405,6001427700.000000000000000,427700,60014277001.000000000000000,1,ALAMEDA,1
24611,1,330085,300298,2408,6001444200.000000000000000,444200,60014442001.000000000000000,1,ALAMEDA,1
24612,1,330086,300921,2408,6001444100.000000000000000,444100,60014441003.000000000000000,3,ALAMEDA,1
24613,1,330087,300298,2408,6001444200.000000000000000,444200,60014442001.000000000000000,1,ALAMEDA,1
24614,1,330093,300515,2408,6001440336.000000000000000,440336,60014403362.000000000000000,2,ALAMEDA,1
24615,1,330094,300554,2409,6001441601.000000000000000,441601,60014416013.000000000000000,3,ALAMEDA,1
24616,1,330097,300723,2409,6001441602.000000000000000,441602,60014416024.000000000000000,4,ALAMEDA,1
24617,1,330101,300427,2409,6001441402.000000000000000,441402,60014414023.000000000000000,3,ALAMEDA,1
24618,1,330103,301020,2408,6001441521.000000000000000,441521,60014415212.000000000000000,2,ALAMEDA,1
24619,1,330104,300426,2409,6001441402.000000000000000,441402,60014414022.000000000000000,2,ALAMEDA,1
24620,1,330106,300641,2408,6001444301.000000000000000,444301,60014443012.000000000000000,2,ALAMEDA,1
24621,1,330107,300729,2408,6001444400.000000000000000,444400,60014444003.000000000000000,3,ALAMEDA,1
24622,1,330119,300917,2405,6001432100.000000000000000,432100,60014321003.000000000000000,3,ALAMEDA,1
24623,1,330125,300080,2406,6001435900.000000000000000,435900,60014359002.000000000000000,2,ALAMEDA,1
24624,1,330128,300981,2405,6001433300.000000000000000,433300,60014333001.000000000000000,1,ALAMEDA,1
24625,1,330129,300981,2405,6001433300.000000000000000,433300,60014333001.000000000000000,1,ALAMEDA,1
24626,1,330131,300081,2405,6001433200.000000000000000,433200,60014332001.000000000000000,1,ALAMEDA,1
24627,1,330135,300879,2406,6001435700.000000000000000,435700,60014357004.000000000000000,4,ALAMEDA,1
24628,1,330139,300079,2405,6001432300.000000000000000,432300,60014323002.000000000000000,2,ALAMEDA,1
24629,1,330141,300201,2405,6001432300.000000000000000,432300,60014323003.000000000000000,3,ALAMEDA,1
24630,1,330142,300277,2405,6001432501.000000000000000,432501,60014325013.000000000000000,3,ALAMEDA,1
24631,1,330149,300763,2405,6001433400.000000000000000,433400,60014334003.000000000000000,3,ALAMEDA,1
24632,1,330150,300931,2405,6001432400.000000000000000,432400,60014324002.000000000000000,2,ALAMEDA,1
24633,1,330151,300145,2405,6001433300.000000000000000,433300,60014333004.000000000000000,4,ALAMEDA,1
24634,1,330152,300348,2405,6001433400.000000000000000,433400,60014334001.000000000000000,1,ALAMEDA,1
24635,1,330153,300544,2407,6001436500.000000000000000,436500,60014365002.000000000000000,2,ALAMEDA,1
24636,1,330155,300077,2405,6001432300.000000000000000,432300,60014323001.000000000000000,1,ALAMEDA,1
24637,1,330156,300085,2410,6001451704.000000000000000,451704,60014517041.000000000000000,1,ALAMEDA,1
24638,1,330161,300489,2410,6001451602.000000000000000,451602,60014516023.000000000000000,3,ALAMEDA,1
24639,1,330166,300401,2410,6001451601.000000000000000,451601,60014516011.000000000000000,1,ALAMEDA,1
24640,1,330168,300688,2410,6001451504.000000000000000,451504,60014515041.000000000000000,1,ALAMEDA,1
24641,1,330169,300401,2410,6001451601.000000000000000,451601,60014516011.000000000000000,1,ALAMEDA,1
24642,1,330176,300732,2410,6001450502.000000000000000,450502,60014505022.000000000000000,2,ALAMEDA,1
24643,1,330180,300687,2410,6001451101.000000000000000,451101,60014511013.000000000000000,3,ALAMEDA,1
24644,1,330183,300807,2410,6001450603.000000000000000,450603,60014506034.000000000000000,4,ALAMEDA,1
24645,1,330185,300649,2410,6001450607.000000000000000,450607,60014506071.000000000000000,1,ALAMEDA,1
24646,1,330190,300417,2410,6001450101.000000000000000,450101,60014501011.000000000000000,1,ALAMEDA,1
24647,1,330202,300028,2402,6001403000.000000000000000,403000,60014030001.000000000000000,1,ALAMEDA,1
24648,1,330205,300378,2402,6001403000.000000000000000,403000,60014030002.000000000000000,2,ALAMEDA,1
24649,1,330209,300506,2402,6001983200.000000000000000,983200,60019832001.000000000000000,1,ALAMEDA,1
24650,1,330212,301003,2402,6001405700.000000000000000,405700,60014057003.000000000000000,3,ALAMEDA,1
24651,1,330213,301033,2402,6001406300.000000000000000,406300,60014063004.000000000000000,4,ALAMEDA,1
24652,1,330216,300957,2402,6001406201.000000000000000,406201,60014062012.000000000000000,2,ALAMEDA,1
24653,1,330217,301008,2402,6001406201.000000000000000,406201,60014062011.000000000000000,1,ALAMEDA,1
24654,1,330219,300973,2403,6001404900.000000000000000,404900,60014049001.000000000000000,1,ALAMEDA,1
24655,1,330222,300164,2404,6001406602.000000000000000,406602,60014066021.000000000000000,1,ALAMEDA,1
24656,1,330235,300961,2403,6001404900.000000000000000,404900,60014049002.000000000000000,2,ALAMEDA,1
24657,1,330237,300226,2404,6001407102.000000000000000,407102,60014071024.000000000000000,4,ALAMEDA,1
24658,1,330238,300888,2402,6001405200.000000000000000,405200,60014052003.000000000000000,3,ALAMEDA,1
24659,1,330244,301054,2401,6001400100.000000000000000,400100,60014001001.000000000000000,1,ALAMEDA,1
24660,1,330246,301013,2403,6001426200.000000000000000,426200,60014262002.000000000000000,2,ALAMEDA,1
24661,1,330252,300677,2410,6001450701.000000000000000,450701,60014507012.000000000000000,2,ALAMEDA,1
24662,1,330264,300400,2410,6001451300.000000000000000,451300,60014513001.000000000000000,1,ALAMEDA,1
24663,1,330265,300688,2410,6001451504.000000000000000,451504,60014515041.000000000000000,1,ALAMEDA,1
24664,1,330267,300403,2410,6001451501.000000000000000,451501,60014515012.000000000000000,2,ALAMEDA,1
24665,1,330268,300687,2410,6001451101.000000000000000,451101,60014511013.000000000000000,3,ALAMEDA,1
24666,1,330270,300478,2410,6001450701.000000000000000,450701,60014507013.000000000000000,3,ALAMEDA,1
24667,1,330272,300138,2404,6001410400.000000000000000,410400,60014104001.000000000000000,1,ALAMEDA,1
24668,1,330274,300139,2404,6001410200.000000000000000,410200,60014102002.000000000000000,2,ALAMEDA,1
24669,1,330278,300433,2404,6001410200.000000000000000,410200,60014102003.000000000000000,3,ALAMEDA,1
24670,1,330279,300065,2403,6001410000.000000000000000,410000,60014100002.000000000000000,2,ALAMEDA,1
24671,1,330287,300204,2403,6001409900.000000000000000,409900,60014099004.000000000000000,4,ALAMEDA,1
24672,1,330291,300801,2403,6001406900.000000000000000,406900,60014069001.000000000000000,1,ALAMEDA,1
24673,1,330294,300800,2403,6001406800.000000000000000,406800,60014068003.000000000000000,3,ALAMEDA,1
24674,1,330295,300802,2403,6001407900.000000000000000,407900,60014079003.000000000000000,3,ALAMEDA,1
24675,1,330298,300249,2403,6001408200.000000000000000,408200,60014082002.000000000000000,2,ALAMEDA,1
24676,1,330300,300252,2404,6001408500.000000000000000,408500,60014085005.000000000000000,5,ALAMEDA,1
24677,1,330302,300841,2404,6001408600.000000000000000,408600,60014086001.000000000000000,1,ALAMEDA,1
24678,1,330303,300354,2404,6001408500.000000000000000,408500,60014085001.000000000000000,1,ALAMEDA,1
24679,1,330304,300354,2404,6001408500.000000000000000,408500,60014085001.000000000000000,1,ALAMEDA,1
24680,1,330305,300252,2404,6001408500.000000000000000,408500,60014085005.000000000000000,5,ALAMEDA,1
24681,1,330306,300851,2404,6001408500.000000000000000,408500,60014085004.000000000000000,4,ALAMEDA,1
24682,1,330312,300065,2403,6001410000.000000000000000,410000,60014100002.000000000000000,2,ALAMEDA,1
24683,1,330313,300562,2405,6001409000.000000000000000,409000,60014090003.000000000000000,3,ALAMEDA,1
24684,1,330324,300855,2402,6001403300.000000000000000,403300,60014033001.000000000000000,1,ALAMEDA,1
24685,1,330327,300567,2401,6001421500.000000000000000,421500,60014215001.000000000000000,1,ALAMEDA,1
24686,1,330328,300531,2401,6001421600.000000000000000,421600,60014216004.000000000000000,4,ALAMEDA,1
24687,1,330329,300531,2401,6001421600.000000000000000,421600,60014216004.000000000000000,4,ALAMEDA,1
24688,1,330330,300699,2401,6001422500.000000000000000,422500,60014225001.000000000000000,1,ALAMEDA,1
24689,1,330331,300928,2401,6001422500.000000000000000,422500,60014225003.000000000000000,3,ALAMEDA,1
24690,1,330333,300005,2401,6001422500.000000000000000,422500,60014225002.000000000000000,2,ALAMEDA,1
24691,1,330334,300476,2401,6001423602.000000000000000,423602,60014236021.000000000000000,1,ALAMEDA,1
24692,1,330335,300572,2401,6001422800.000000000000000,422800,60014228001.000000000000000,1,ALAMEDA,1
24693,1,330337,300108,2401,6001423602.000000000000000,423602,60014236023.000000000000000,3,ALAMEDA,1
24694,1,330338,300333,2401,6001423601.000000000000000,423601,60014236011.000000000000000,1,ALAMEDA,1
24695,1,330340,300108,2401,6001423602.000000000000000,423602,60014236023.000000000000000,3,ALAMEDA,1
24696,1,330341,300937,2401,6001422200.000000000000000,422200,60014222001.000000000000000,1,ALAMEDA,1
24697,1,330343,300669,2401,6001421300.000000000000000,421300,60014213004.000000000000000,4,ALAMEDA,1
24698,1,330344,300749,2401,6001421900.000000000000000,421900,60014219001.000000000000000,1,ALAMEDA,1
24699,1,330345,300702,2401,6001421900.000000000000000,421900,60014219002.000000000000000,2,ALAMEDA,1
24700,1,330353,300643,2408,6001444602.000000000000000,444602,60014446021.000000000000000,1,ALAMEDA,1
24701,1,330354,300777,2409,6001442900.000000000000000,442900,60014429001.000000000000000,1,ALAMEDA,1
24702,1,330356,300663,2409,6001442400.000000000000000,442400,60014424003.000000000000000,3,ALAMEDA,1
24703,1,330358,300397,2409,6001443301.000000000000000,443301,60014433012.000000000000000,2,ALAMEDA,1
24704,1,330359,300397,2409,6001443322.000000000000000,443322,60014433222.000000000000000,2,ALAMEDA,1
24705,1,330361,300992,2408,6001440304.000000000000000,440304,60014403043.000000000000000,3,ALAMEDA,1
24706,1,330362,300362,2408,6001440333.000000000000000,440333,60014403331.000000000000000,1,ALAMEDA,1
24707,1,330363,301049,2408,6001441503.000000000000000,441503,60014415031.000000000000000,1,ALAMEDA,1
24708,1,330366,300180,2408,6001441503.000000000000000,441503,60014415031.000000000000000,1,ALAMEDA,1
24709,1,330377,300645,2408,6001444601.000000000000000,444601,60014446011.000000000000000,1,ALAMEDA,1
24710,1,330383,300496,2407,6001437200.000000000000000,437200,60014372003.000000000000000,3,ALAMEDA,1
24711,1,330390,300628,2406,6001435700.000000000000000,435700,60014357002.000000000000000,2,ALAMEDA,1
24712,1,330392,300964,2406,6001435700.000000000000000,435700,60014357003.000000000000000,3,ALAMEDA,1
24713,1,330394,300998,2406,6001433800.000000000000000,433800,60014338002.000000000000000,2,ALAMEDA,1
24714,1,330395,300998,2406,6001433800.000000000000000,433800,60014338002.000000000000000,2,ALAMEDA,1
24715,1,330396,300913,2406,6001433800.000000000000000,433800,60014338003.000000000000000,3,ALAMEDA,1
24716,1,330397,300328,2406,6001435602.000000000000000,435602,60014356023.000000000000000,3,ALAMEDA,1
24717,1,330400,300826,2406,6001430200.000000000000000,430200,60014302004.000000000000000,4,ALAMEDA,1
24718,1,330406,300262,2406,6001430200.000000000000000,430200,60014302001.000000000000000,1,ALAMEDA,1
24719,1,330407,300865,2406,6001431000.000000000000000,431000,60014310002.000000000000000,2,ALAMEDA,1
24720,1,330408,300990,2407,6001435400.000000000000000,435400,60014354002.000000000000000,2,ALAMEDA,1
24721,1,330409,300924,2407,6001436401.000000000000000,436401,60014364014.000000000000000,4,ALAMEDA,1
24722,1,330412,300266,2406,6001435200.000000000000000,435200,60014352002.000000000000000,2,ALAMEDA,1
24723,1,330414,300666,2407,6001436300.000000000000000,436300,60014363002.000000000000000,2,ALAMEDA,1
24724,1,330416,300647,2410,6001450602.000000000000000,450602,60014506024.000000000000000,4,ALAMEDA,1
24725,1,330420,300733,2410,6001450601.000000000000000,450601,60014506012.000000000000000,2,ALAMEDA,1
24726,1,330423,301027,2410,6001450400.000000000000000,450400,60014504003.000000000000000,3,ALAMEDA,1
24727,1,330433,301108,2410,6001450752.000000000000000,450752,60014507521.000000000000000,1,ALAMEDA,1
24728,1,330434,300688,2410,6001451504.000000000000000,451504,60014515041.000000000000000,1,ALAMEDA,1
24729,1,330435,300905,2410,6001451101.000000000000000,451101,60014511012.000000000000000,2,ALAMEDA,1
24730,1,330436,300905,2410,6001451101.000000000000000,451101,60014511011.000000000000000,1,ALAMEDA,1
24731,1,330437,300905,2410,6001451101.000000000000000,451101,60014511012.000000000000000,2,ALAMEDA,1
24732,1,330438,300905,2410,6001451101.000000000000000,451101,60014511012.000000000000000,2,ALAMEDA,1
24733,1,330447,300768,2403,6001405000.000000000000000,405000,60014050003.000000000000000,3,ALAMEDA,1
24734,1,330451,300709,2403,6001409800.000000000000000,409800,60014098003.000000000000000,3,ALAMEDA,1
24735,1,330453,300387,2404,6001410100.000000000000000,410100,60014101001.000000000000000,1,ALAMEDA,1
24736,1,330455,300918,2404,6001410100.000000000000000,410100,60014101002.000000000000000,2,ALAMEDA,1
24737,1,330456,300138,2404,6001410400.000000000000000,410400,60014104001.000000000000000,1,ALAMEDA,1
24738,1,330458,300860,2404,6001410400.000000000000000,410400,60014104002.000000000000000,2,ALAMEDA,1
24739,1,330461,300433,2404,6001410200.000000000000000,410200,60014102003.000000000000000,3,ALAMEDA,1
24740,1,330463,300918,2404,6001410100.000000000000000,410100,60014101002.000000000000000,2,ALAMEDA,1
24741,1,330464,300433,2404,6001410200.000000000000000,410200,60014102003.000000000000000,3,ALAMEDA,1
24742,1,330466,300704,2403,6001404800.000000000000000,404800,60014048002.000000000000000,2,ALAMEDA,1
24743,1,330471,300197,2405,6001409000.000000000000000,409000,60014090001.000000000000000,1,ALAMEDA,1
24744,1,330473,300300,2404,6001409400.000000000000000,409400,60014094002.000000000000000,2,ALAMEDA,1
24745,1,330474,300012,2404,6001409300.000000000000000,409300,60014093003.000000000000000,3,ALAMEDA,1
24746,1,330475,300300,2404,6001409400.000000000000000,409400,60014094002.000000000000000,2,ALAMEDA,1
24747,1,330477,300299,2404,6001409400.000000000000000,409400,60014094003.000000000000000,3,ALAMEDA,1
24748,1,330478,300189,2404,6001409100.000000000000000,409100,60014091002.000000000000000,2,ALAMEDA,1
24749,1,330480,300236,2404,6001409600.000000000000000,409600,60014096001.000000000000000,1,ALAMEDA,1
24750,1,330481,300974,2404,6001409600.000000000000000,409600,60014096002.000000000000000,2,ALAMEDA,1
24751,1,330484,300299,2404,6001409400.000000000000000,409400,60014094003.000000000000000,3,ALAMEDA,1
24752,1,330486,300101,2402,6001425103.000000000000000,425103,60014251031.000000000000000,1,ALAMEDA,1
24753,1,330487,300162,2404,6001406601.000000000000000,406601,60014066013.000000000000000,3,ALAMEDA,1
24754,1,330510,300652,2401,6001421500.000000000000000,421500,60014215002.000000000000000,2,ALAMEDA,1
24755,1,330511,300567,2401,6001421500.000000000000000,421500,60014215001.000000000000000,1,ALAMEDA,1
24756,1,330514,301065,2401,6001422000.000000000000000,422000,60014220001.000000000000000,1,ALAMEDA,1
24757,1,330519,300342,2401,6001422000.000000000000000,422000,60014220001.000000000000000,1,ALAMEDA,1
24758,1,330525,300749,2401,6001421900.000000000000000,421900,60014219001.000000000000000,1,ALAMEDA,1
24759,1,330533,300557,2409,6001441926.000000000000000,441926,60014419262.000000000000000,2,ALAMEDA,1
24760,1,330539,300843,2409,6001442400.000000000000000,442400,60014424002.000000000000000,2,ALAMEDA,1
24761,1,330570,300571,2407,6001436602.000000000000000,436602,60014366022.000000000000000,2,ALAMEDA,1
24762,1,330571,300031,2406,6001430400.000000000000000,430400,60014304001.000000000000000,1,ALAMEDA,1
24763,1,330573,300202,2406,6001434000.000000000000000,434000,60014340001.000000000000000,1,ALAMEDA,1
24764,1,330574,300202,2406,6001434000.000000000000000,434000,60014340001.000000000000000,1,ALAMEDA,1
24765,1,330575,300859,2406,6001430600.000000000000000,430600,60014306003.000000000000000,3,ALAMEDA,1
24766,1,330577,300329,2406,6001435602.000000000000000,435602,60014356024.000000000000000,4,ALAMEDA,1
24767,1,330583,300268,2406,6001435602.000000000000000,435602,60014356021.000000000000000,1,ALAMEDA,1
24768,1,330584,300571,2407,6001436602.000000000000000,436602,60014366022.000000000000000,2,ALAMEDA,1
24769,1,330585,300990,2407,6001435400.000000000000000,435400,60014354002.000000000000000,2,ALAMEDA,1
24770,1,330586,300453,2407,6001436900.000000000000000,436900,60014369004.000000000000000,4,ALAMEDA,1
24771,1,330591,300269,2407,6001437101.000000000000000,437101,60014371011.000000000000000,1,ALAMEDA,1
24772,1,330596,300991,2406,6001435500.000000000000000,435500,60014355002.000000000000000,2,ALAMEDA,1
24773,1,330600,300822,2406,6001433700.000000000000000,433700,60014337002.000000000000000,2,ALAMEDA,1
24774,1,330601,300064,2406,6001433900.000000000000000,433900,60014339001.000000000000000,1,ALAMEDA,1
24775,1,330606,300358,2410,6001450605.000000000000000,450605,60014506052.000000000000000,2,ALAMEDA,1
24776,1,330612,300537,2410,6001450602.000000000000000,450602,60014506022.000000000000000,2,ALAMEDA,1
24777,1,330614,300647,2410,6001450602.000000000000000,450602,60014506023.000000000000000,3,ALAMEDA,1
24778,1,330615,300359,2410,6001450603.000000000000000,450603,60014506031.000000000000000,1,ALAMEDA,1
24779,1,330621,300810,2410,6001450300.000000000000000,450300,60014503002.000000000000000,2,ALAMEDA,1
24780,1,330622,300680,2410,6001450102.000000000000000,450102,60014501023.000000000000000,3,ALAMEDA,1
24781,1,330624,300905,2410,6001451101.000000000000000,451101,60014511012.000000000000000,2,ALAMEDA,1
24782,1,330626,300781,2410,6001450745.000000000000000,450745,60014507451.000000000000000,1,ALAMEDA,1
24783,1,330628,300685,2410,6001450746.000000000000000,450746,60014507461.000000000000000,1,ALAMEDA,1
24784,1,330633,300688,2410,6001451504.000000000000000,451504,60014515041.000000000000000,1,ALAMEDA,1
24785,1,330637,301054,2403,6001400100.000000000000000,400100,60014001001.000000000000000,1,ALAMEDA,1
24786,1,330638,300171,2403,6001404502.000000000000000,404502,60014045024.000000000000000,4,ALAMEDA,1
24787,1,330639,300021,2403,6001404600.000000000000000,404600,60014046004.000000000000000,4,ALAMEDA,1
24788,1,330640,300710,2403,6001406800.000000000000000,406800,60014068004.000000000000000,4,ALAMEDA,1
24789,1,330643,300027,2402,6001402700.000000000000000,402700,60014027001.000000000000000,1,ALAMEDA,1
24790,1,330646,300339,2402,6001400800.000000000000000,400800,60014008001.000000000000000,1,ALAMEDA,1
24791,1,330649,301035,2404,6001407000.000000000000000,407000,60014070003.000000000000000,3,ALAMEDA,1
24792,1,330654,300134,2404,6001408700.000000000000000,408700,60014087001.000000000000000,1,ALAMEDA,1
24793,1,330655,300133,2404,6001407700.000000000000000,407700,60014077001.000000000000000,1,ALAMEDA,1
24794,1,330656,300171,2403,6001404502.000000000000000,404502,60014045024.000000000000000,4,ALAMEDA,1
24795,1,330658,300021,2403,6001404600.000000000000000,404600,60014046004.000000000000000,4,ALAMEDA,1
24796,1,330659,300171,2403,6001404502.000000000000000,404502,60014045024.000000000000000,4,ALAMEDA,1
24797,1,330662,300171,2403,6001404502.000000000000000,404502,60014045024.000000000000000,4,ALAMEDA,1
24798,1,330663,300759,2403,6001406700.000000000000000,406700,60014067005.000000000000000,5,ALAMEDA,1
24799,1,330667,300048,2402,6001425102.000000000000000,425102,60014251023.000000000000000,3,ALAMEDA,1
24800,1,330676,300770,2402,6001405800.000000000000000,405800,60014058003.000000000000000,3,ALAMEDA,1
24801,1,330678,300016,2402,6001401000.000000000000000,401000,60014010005.000000000000000,5,ALAMEDA,1
24802,1,330696,300654,2401,6001421200.000000000000000,421200,60014212002.000000000000000,2,ALAMEDA,1
24803,1,330697,300712,2401,6001423100.000000000000000,423100,60014231001.000000000000000,1,ALAMEDA,1
24804,1,330698,300696,2401,6001421800.000000000000000,421800,60014218002.000000000000000,2,ALAMEDA,1
24805,1,330699,300008,2401,6001422900.000000000000000,422900,60014229002.000000000000000,2,ALAMEDA,1
24806,1,330702,300437,2401,6001420400.000000000000000,420400,60014204001.000000000000000,1,ALAMEDA,1
24807,1,330703,301045,2401,6001420100.000000000000000,420100,60014201001.000000000000000,1,ALAMEDA,1
24808,1,330704,300630,2401,6001420200.000000000000000,420200,60014202003.000000000000000,3,ALAMEDA,1
24809,1,330706,300613,2401,6001420200.000000000000000,420200,60014202002.000000000000000,2,ALAMEDA,1
24810,1,330708,300727,2408,6001444400.000000000000000,444400,60014444001.000000000000000,1,ALAMEDA,1
24811,1,330713,300503,2409,6001441302.000000000000000,441302,60014413024.000000000000000,4,ALAMEDA,1
24812,1,330718,300179,2408,6001444500.000000000000000,444500,60014445003.000000000000000,3,ALAMEDA,1
24813,1,330725,300593,2409,6001442900.000000000000000,442900,60014429004.000000000000000,4,ALAMEDA,1
24814,1,330749,300272,2407,6001437200.000000000000000,437200,60014372004.000000000000000,4,ALAMEDA,1
24815,1,330750,300533,2407,6001437200.000000000000000,437200,60014372002.000000000000000,2,ALAMEDA,1
24816,1,330753,300944,2405,6001432800.000000000000000,432800,60014328001.000000000000000,1,ALAMEDA,1
24817,1,330763,300326,2407,6001435104.000000000000000,435104,60014351043.000000000000000,3,ALAMEDA,1
24818,1,330767,300390,2406,6001436200.000000000000000,436200,60014362002.000000000000000,2,ALAMEDA,1
24819,1,330768,300263,2406,6001430200.000000000000000,430200,60014302005.000000000000000,5,ALAMEDA,1
24820,1,330769,300431,2405,6001432800.000000000000000,432800,60014328003.000000000000000,3,ALAMEDA,1
24821,1,330770,300875,2406,6001430500.000000000000000,430500,60014305003.000000000000000,3,ALAMEDA,1
24822,1,330775,300246,2410,6001451601.000000000000000,451601,60014516012.000000000000000,2,ALAMEDA,1
24823,1,330787,300181,2410,6001450601.000000000000000,450601,60014506012.000000000000000,2,ALAMEDA,1
24824,1,330789,300734,2410,6001450701.000000000000000,450701,60014507014.000000000000000,4,ALAMEDA,1
24825,1,330792,300626,2410,6001451401.000000000000000,451401,60014514012.000000000000000,2,ALAMEDA,1
24826,1,330794,300037,2410,6001451505.000000000000000,451505,60014515051.000000000000000,1,ALAMEDA,1
24827,1,330796,300862,2410,6001450200.000000000000000,450200,60014502001.000000000000000,1,ALAMEDA,1
24828,1,330801,300649,2410,6001450607.000000000000000,450607,60014506071.000000000000000,1,ALAMEDA,1
24829,1,330805,300782,2410,6001450750.000000000000000,450750,60014507501.000000000000000,1,ALAMEDA,1
24830,1,330811,301033,2402,6001406300.000000000000000,406300,60014063004.000000000000000,4,ALAMEDA,1
24831,1,330820,300158,2404,6001406500.000000000000000,406500,60014065001.000000000000000,1,ALAMEDA,1
24832,1,330821,301030,2402,6001406300.000000000000000,406300,60014063002.000000000000000,2,ALAMEDA,1
