MAZ,e_ag,e_natres,e_util,e_constr,e_man_lgt,e_man_hvy,e_man_bio,e_man_tech,e_logis,e_ret_reg,e_ret_loc,e_transp,e_info,e_fire,e_serv_pers,e_lease,e_prof,e_serv_bus,e_ed_k12,e_ed_high,e_ed_other,e_health,e_serv_soc,e_art_rec,e_hotel,e_eat,e_gov,e_mis
323253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323279,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323287,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323288,NA,NA,NA,5.0,NA,6.0,NA,NA,84.0,38.0,23.0,NA,62.0,15.0,3.0,NA,120.0,10.0,NA,NA,3.0,NA,55.0,NA,NA,NA,1.0,NA
323289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,13.0,NA,NA,NA,7.0,NA,NA,25.0,NA,13.0,NA,NA
323293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323308,NA,NA,60.0,NA,33.0,NA,NA,NA,33.0,38.0,1241.0,14.0,NA,5.0,4.0,NA,4.0,5.0,NA,48.0,15.0,NA,NA,16.0,NA,108.0,13.0,3.0
323309,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323310,NA,NA,35.0,98.0,195.0,320.0,NA,NA,384.0,27.0,119.0,7.0,NA,153.0,69.0,NA,159.0,342.0,157.0,NA,20.0,20.0,32.0,100.0,NA,NA,NA,16.0
323322,NA,NA,10.0,NA,47.0,41.0,NA,NA,221.0,NA,63.0,43.0,NA,2.0,NA,NA,NA,NA,NA,NA,NA,2.0,3.0,32.0,NA,NA,NA,NA
323327,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323330,NA,NA,NA,18.0,NA,2.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323331,NA,NA,NA,34.0,27.0,27.0,NA,NA,82.0,20.0,NA,NA,NA,NA,NA,NA,8.0,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
323340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323346,NA,NA,NA,1.0,6.0,NA,NA,1.0,40.0,NA,2.0,NA,2.0,32.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,14.0,NA,NA,9.0
323349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA
323350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,13.0,15.0,NA,NA,NA,150.0,NA,NA,4.0,NA,NA,NA,NA,NA,NA
323371,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,3.0,16.0,NA,NA,2.0,NA,NA
323378,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0,5.0,NA,NA,10.0,22.0,NA,1.0,NA,NA,NA,3.0,3.0,NA,5.0,NA,NA,NA,NA
323380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323397,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0,NA,NA,NA,13.0,2.0,NA,14.0,NA,NA,NA,4.0,NA,NA,NA,NA,5.0,NA,0.0
323413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323418,NA,NA,NA,1.0,NA,NA,NA,NA,2.0,NA,NA,8.0,NA,2.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,1.0,25.0,NA,NA,NA,NA,NA,NA,NA,NA,NA
323421,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA
323422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323428,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323431,NA,NA,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323447,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323456,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323460,NA,NA,146.0,6.0,25.0,NA,NA,5.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
323461,NA,NA,NA,NA,NA,60.0,NA,NA,4.0,NA,NA,NA,NA,5.0,NA,NA,NA,40.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323462,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,9.0,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA
323472,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323488,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323490,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323493,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323503,3.0,NA,35.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323506,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323519,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323522,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323527,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323531,NA,NA,NA,135.0,NA,3.0,NA,NA,8.0,NA,3.0,15.0,NA,20.0,9.0,NA,11.0,8.0,NA,NA,NA,37.0,NA,50.0,NA,105.0,NA,NA
323533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,NA,NA,0.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA
323535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA
323543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323554,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323555,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323556,NA,NA,NA,5.0,1.0,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,7.0,NA,NA,NA,NA,NA
323558,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323560,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,3.0,NA,NA,3.0,82.0,NA,4.0,4.0,27.0,NA,17.0,102.0,39.0,2.0,NA,2.0,NA,NA
323565,NA,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323574,NA,NA,NA,NA,NA,NA,NA,NA,93.0,NA,NA,26.0,NA,NA,17.0,NA,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,NA,16.0,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323582,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323588,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323589,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,3.0,NA,NA,9.0,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,3.0
323593,NA,NA,NA,NA,10.0,NA,NA,NA,NA,0.0,212.0,NA,8.0,15.0,12.0,1.0,NA,NA,NA,NA,20.0,NA,NA,4.0,NA,60.0,NA,3.0
323594,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,5.0,NA,14.0,6.0,NA,2.0,2.0,NA,NA,3.0,NA,NA,NA,NA,21.0,4002.0,3.0
323599,NA,NA,NA,2.0,NA,NA,NA,NA,NA,5.0,3.0,4.0,8.0,17.0,5.0,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0
323603,NA,NA,NA,4.0,18.0,NA,10.0,NA,7.0,NA,2.0,25.0,NA,NA,5.0,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
323607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,315.0,9.0,NA,11.0,8.0,NA,NA,NA,NA,NA,NA,NA,20.0,NA,NA
323609,NA,NA,NA,3.0,NA,NA,NA,NA,10.0,2.0,45.0,NA,NA,27.0,119.0,NA,1.0,8.0,NA,NA,NA,261.0,NA,NA,NA,29.0,NA,0.0
323610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,0.0,NA,NA,NA,NA,NA,NA,1.0,5.0,NA,NA,NA,NA,NA,NA
323615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA
323616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323617,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323618,NA,NA,NA,12.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,2.0,3.0,NA,19.0,10.0,NA,NA,NA,12.0,1.0,NA,NA,13.0,NA,NA
323619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA
323625,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,5.0,NA,NA,NA,1.0,8.0,NA,NA,NA,14.0,NA,NA
323626,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323629,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,2.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,5.0,NA,NA,NA,NA,NA,NA
323630,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323642,NA,NA,NA,NA,NA,265.0,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,NA,NA
323648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323649,NA,NA,NA,2.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323652,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323657,NA,NA,NA,18.0,13.0,NA,NA,NA,NA,11.0,NA,4.0,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,3.0
323662,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323665,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,3.0,NA,1.0,NA,6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA
323667,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,2.0,NA,NA,NA,9.0,NA,NA,NA,NA,NA,NA,NA,4.0,1.0,NA,5.0,NA,0.0
323668,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,12.0,NA,NA,NA,NA,0.0
323670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA
323672,NA,NA,NA,11.0,60.0,NA,NA,NA,3.0,148.0,2.0,6.0,2.0,23.0,73.0,NA,37.0,2.0,73.0,16.0,8.0,69.0,43.0,9.0,NA,6.0,NA,0.0
323674,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323679,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,24.0,NA,2.0,3.0,3.0,NA,NA,9.0,NA,NA,NA,NA,NA,3.0,NA,134.0,NA,NA
323680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,2.0,NA,2.0,NA,10.0,NA,NA,NA,NA,2.0,NA,NA,NA,NA
323681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA
323685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0,NA,7.0,NA,NA,NA,NA,NA,NA,3.0,15.0,NA,NA,NA,NA,NA,NA
323686,NA,NA,NA,NA,29.0,NA,NA,NA,13.0,25.0,99.0,8.0,8.0,35.0,8.0,NA,3.0,NA,NA,NA,NA,NA,NA,NA,NA,151.0,NA,NA
323687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.0,NA,NA,NA,25.0,NA,NA,NA,NA,NA,NA,NA,NA,16.0,NA,30.0,NA,NA
323688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323692,NA,NA,NA,3.0,NA,NA,NA,NA,NA,NA,NA,7.0,NA,NA,5.0,NA,NA,1.0,109.0,NA,NA,NA,15.0,NA,NA,NA,NA,NA
323693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.0,NA,NA,NA,5.0,NA,NA,NA,NA,NA
323695,NA,NA,1.0,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA
323698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323702,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0,NA,NA,NA,16.0,NA,NA,NA,NA,NA,NA,NA,5.0,NA,NA,NA,76.0,NA,NA
323703,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323704,NA,NA,NA,1.0,NA,1.0,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323705,NA,NA,NA,NA,14.0,NA,NA,NA,9.0,1.0,119.0,2.0,NA,55.0,14.0,NA,2.0,5.0,NA,3.0,NA,56.0,NA,3.0,NA,97.0,NA,NA
323710,NA,NA,NA,1.0,NA,NA,NA,NA,4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323733,NA,NA,NA,3.0,2.0,NA,NA,NA,NA,3.0,55.0,2.0,NA,26.0,7.0,NA,2.0,10.0,40.0,NA,NA,3.0,14.0,51.0,NA,117.0,NA,NA
323736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0
323738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
